Spotify ID,Title,Artists,Year,Rank,Genres,Acousticness,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Top 50
00WvmRXTkPBZNhhRK3xfdy,As Long as You Love Me,Justin Bieber Featuring Big Sean,2012,34,"boy band, dance pop",0.164,0.816,0,0,0.126,-5.534,1,0.0281,98.219,4,0.753,0
6JOlNkT0QdHeZB0wPbI9IR,Turn Me On (feat. Nicki Minaj),David Guetta Featuring Nicki Minaj,2012,35,"pop, pop rap, dance pop",0.0488,0.794,0,8,0.575,-2.266,1,0.0593,127.961,4,0.412,0
7LcfRTgAVTs5pQGEQgUEzN,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5 Featuring Christina Aguilera,2011,9,pop,0.0111,0.758,0,11,0.308,-4.477,0,0.0471,128.047,4,0.62,0
4k80K0b6KZ2QjAYkXON7q6,Blow Me (One Last Kiss),P!nk,2012,37,"dance pop, pop",0.000145,0.919,0,7,0.282,-2.954,1,0.044,113.987,4,0.73,0
3sP3c86WFjOzHHnbhhZcLA,Give Your Heart a Break,Demi Lovato,2012,39,"dance pop, pop, post-teen pop",0.23,0.695,0,6,0.144,-3.218,1,0.0487,123.008,4,0.569,0
4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,Jay Z Kanye West,2012,40,rap,0.127,0.858,0,1,0.349,-5.542,1,0.311,140.022,4,0.775,0
6hkOqJ5mE093AQf2lbZnsG,The One That Got Away,Katy Perry,2012,41,"dance pop, pop, pop rap, post-teen pop",0.000812,0.795,1.02E-06,1,0.156,-4.021,0,0.0355,133.971,4,0.876,0
1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,Calvin Harris,2012,42,"dance pop, edm, electro house, house, pop, pop rap, progressive house, uk dance",0.000972,0.924,0.00703,7,0.204,-2.842,1,0.031,127.937,4,0.919,0
1zwMYTA5nlNjZxYrvBB2pV,Someone Like You,Adele,2011,24,"british soul, pop, pop soul, uk pop",0.893,0.319,0,9,0.0996,-8.251,1,0.0281,135.187,4,0.294,0
2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,Usher,2012,44,"pop, dance pop",0.019,0.685,8.96E-05,5,0.131,-6.849,1,0.0696,130.033,4,0.501,0
0srwKuJPH8yBzzFUJMBQM2,Rack City,Tyga,2012,45,"dance pop, hip hop, pop rap, rap, southern hip hop, trap",0.0373,0.339,1.96E-05,1,0.187,-10.881,1,0.371,98.986,4,0.273,0
6MAdEUilV2p9RQUqE5bMAK,Domino,Jessie J,2012,46,"dance pop, pop, pop rap, post-teen pop",0.0115,0.547,0,7,0.0445,-4.573,1,0.0355,126.977,4,0.793,0
03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),PSY,2012,47,"k-pop, k-rap, korean old school hip hop",0.00417,0.937,0,11,0.091,-2.871,0,0.286,132.067,4,0.749,0
62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),Pitbull Featuring Chris Brown,2012,48,"pop, pop rap, dance pop",0.0124,0.855,0,0,0.335,-3.035,0,0.0499,120.05,4,0.648,0
3XRALl9CNCnjjbCZid2L9w,Home,Phillip Phillips,2012,49,"bedroom pop, indie pop",0.387,0.474,8.51E-05,1,0.11,-5.223,1,0.0372,124.86,4,0.281,0
27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,David Guetta Featuring Usher,2011,73,australian hip hop,0.213,0.413,0,0,0.134,-7.357,1,0.0299,93.005,4,0.467,1
3bfqkspKABT4pPicm6wC9F,Ass Back Home (feat. Neon Hitch),Gym Class Heroes Featuring Neon Hitch,2012,51,"dance pop, pop rap, electropop",0.134,0.838,0,10,0.148,-4.289,1,0.0513,130.034,4,0.646,1
0p1BcEcYVO3uk4KDf3gzkY,Wanted,Hunter Hayes,2012,52,"contemporary country, country, country road, modern country rock, pop, post-teen pop",0.268,0.476,0,0,0.0816,-7.692,1,0.0298,169.784,4,0.3,1
3b7CDTKB0SRTmQ6ytYi5vZ,Drunk On You,Luke Bryan,2012,53,"contemporary country, country, country road",0.178,0.872,0,9,0.173,-4.401,1,0.0449,143.971,4,0.472,1
48QmG1dfvMuYLxMPt7KSRA,No Lie,2 Chainz Featuring Drake,2012,54,dance pop,0.0466,0.882,0,7,0.206,-2.862,1,0.117,102.04,4,0.463,1
6E11E0lT5Zy7yb6iT3y8DN,Want U Back,Cher Lloyd,2012,55,"dance pop, electropop, pop, post-teen pop, social media pop, talent show, viral pop",0.0562,0.891,0,9,0.561,-2.94,1,0.0949,97.939,4,0.563,1
18VfHIPaCo0s6FTi1Fnp6T,Don't Wake Me Up,Chris Brown,2012,56,"dance pop, pop, pop rap, r&b, rap",0.0548,0.691,0,7,0.144,-5.197,0,0.051,127.967,4,0.206,1
3ZAMtgYJFoHwJjFkhkXqKr,Dance (A$$) Remix,Big Sean Featuring Nicki Minaj,2012,57,"pop, pop rap",0.0276,0.73,0.00157,11,0.0828,-6.788,0,0.35,159.825,4,0.739,1
05ZACkzW8YbRq3eFgIfSNB,Springsteen,Eric Church,2012,58,"contemporary country, country, country road",0.1,0.809,9.77E-05,2,0.185,-5.935,1,0.0255,104.023,4,0.927,1
4urcG6Nfubqsuqy3juMjBi,Brokenhearted,Karmin,2012,59,"dance pop, electropop, post-teen pop, viral pop",0.00765,0.765,3.82E-06,1,0.0527,-2.732,0,0.0585,120.001,4,0.886,1
6j7hih15xG2cdYwIJnQXsq,Not Over You,Gavin DeGraw,2012,60,"acoustic pop, dance pop, neo mellow, pop, pop rock",0.255,0.894,0,10,0.181,-4.592,1,0.0544,142.051,4,0.364,1
0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),Gym Class Heroes Featuring Adam Levine,2011,36,"dance pop, pop rap",0.0319,0.795,0,9,0.267,-3.293,1,0.0976,89.99,4,0.796,0
1lr7QGyV5RohlODzAqnuZA,Back In Time,Pitbull,2012,62,"album rock, classic rock, mellow gold, new wave pop, rock, soft rock",0.0311,0.835,0.0103,7,0.0712,-5.454,1,0.04,120.045,4,0.836,1
2wAJTrFhCnQyNSD3oUgTZO,Work Out,J. Cole,2012,63,"conscious hip hop, hip hop, north carolina hip hop, rap",0.0531,0.427,0,2,0.307,-6.903,1,0.106,93.004,4,0.216,1
2A73XBDBQgmdXO8VsXPWIs,Rumour Has It,Adele,2012,64,"british soul, pop, pop soul, uk pop",0.615,0.749,0,0,0.167,-5.014,1,0.0446,120.052,4,0.574,1
1fLibtVj3MrNTwRZq5yUOs,Let's Go (feat. Big D & Twista),Calvin Harris Featuring Ne-Yo,2012,65,"dirty south rap, hip hop, pop rap, gangster rap, rap, trap",0.0267,0.767,0,11,0.334,-7.806,0,0.172,133.929,4,0.519,1
2Gy3XMLbBxACZ4tXdFRGr7,Pontoon,Little Big Town,2012,67,"contemporary country, country, country dawn, country road",0.413,0.819,0,9,0.196,-5.715,1,0.0269,96.02,4,0.867,1
0W4Kpfp1w2xkY3PrV714B7,Ho Hey,The Lumineers,2012,68,"folk-pop, modern rock, pop, pop rock, stomp and holler",0.794,0.466,2.06E-06,0,0.0915,-9.074,1,0.0304,79.936,4,0.353,1
0Rx0DJI556Ix5gBny6EWmn,Paradise,Coldplay,2012,69,"dance pop, electropop, pop",0.0828,0.644,0,11,0.113,-6.273,0,0.0479,122.061,4,0.591,1
0vFMQi8ZnOM2y8cuReZTZ2,Blown Away,Carrie Underwood,2012,70,"contemporary country, country, country dawn, country road, oklahoma country, post-teen pop",0.0909,0.843,0,9,0.0283,-2.569,0,0.0429,136.991,4,0.392,1
1c8gk2PeTE04A1pIDH9YMk,Rolling in the Deep,Adele,2011,1,"british soul, pop, pop soul, uk pop",0.138,0.769,0,8,0.0473,-5.114,1,0.0298,104.948,4,0.507,0
5pyVqlqThcxI7tPDjHIzPh,Climax,Usher,2012,72,"atl hip hop, dance pop, pop, r&b, south carolina hip hop, urban contemporary",0.547,0.478,2.69E-05,8,0.156,-8.837,1,0.0782,135.877,4,0.333,1
1ms5tNNdPouTtcD2oVF9Oz,"Work Hard, Play Hard",Wiz Khalifa,2012,73,"dance pop, hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap",0.0409,0.666,1.91E-05,11,0.296,-4.475,1,0.0485,140.008,4,0.485,1
4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2012,74,"dance pop, pop, r&b, urban contemporary",0.248,0.677,0,5,0.368,-6.628,1,0.0393,124.91,4,0.248,1
0LohatbcUXRauoeMlR1jnS,Pound The Alarm,Nicki Minaj,2012,75,"dance pop, hip pop, pop, pop rap, queens hip hop",0.0403,0.858,4.26E-06,9,0.0241,-3.686,1,0.0609,125.054,4,0.591,1
6BCrbWBpb8d6KWmEqZ41tr,Come Over,Kenny Chesney,2012,76,"contemporary country, country, country road",0.1,0.704,2.71E-05,1,0.0744,-7.169,1,0.0353,176.043,4,0.481,1
1V6gIisPpYqgFeWbMLI0bA,Heart Attack,Trey Songz,2012,77,"dance pop, pop, post-teen pop",0.0738,0.785,0,8,0.239,-4.802,1,0.104,173.968,4,0.502,1
3m8CQnnfJJp4eQMWWl3zay,Drank in My Cup,Kirko Bangz,2012,78,"dirty south rap, houston rap, pop r&b, pop rap, rap, southern hip hop, trap",0.0114,0.632,0,8,0.198,-7.98,0,0.297,132.89,4,0.234,1
28GUjBGqZVcAV4PHSYzkj2,So Good,B.o.B,2012,80,"atl hip hop, dance pop, hip hop, pop, pop rap, rap, southern hip hop",0.0403,0.9,0,7,0.219,-5.02,1,0.14,85.51,4,0.591,1
2NniAhAtkRACaMeYt48xlD,50 Ways to Say Goodbye,Train,2012,81,"dance pop, neo mellow, pop, pop rock",0.000284,0.935,0.000278,6,0.142,-2.664,1,0.0478,140.043,4,0.736,1
4YKAOXyqkKZ5gOZR0AmVMN,Red Solo Cup,Toby Keith,2012,82,"contemporary country, country, country road, oklahoma country",0.287,0.56,0,4,0.209,-6.586,1,0.0901,164.17,4,0.785,1
0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,Selena Gomez & The Scene,2012,83,"dance pop, pop, post-teen pop, viral pop",0.0761,0.678,0,1,0.0741,-3.87,0,0.0469,117.009,4,0.922,1
1RMRkCn07y2xtBip9DzwmC,Turn Up the Music,Chris Brown,2012,84,"dance pop, pop, pop rap, r&b, rap",0.000238,0.841,2.22E-06,1,0.156,-5.792,1,0.102,129.925,4,0.643,1
7EQGXaVSyEDsCWKmUcfpLk,Die Young,Ke$ha,2012,85,"dance pop, electropop, pop, post-teen pop",0.00498,0.7,0.000125,1,0.215,-4.805,0,0.046,128.001,4,0.801,1
42EMFjvFtOki8MA0JNZqVK,5 O'Clock (feat. Lily Allen & Wiz Khalifa),T-Pain Featuring Wiz Khalifa & Lily Allen,2012,86,"pop, hip hop, pop rap, dance pop, southern hip hop, rap",0.0697,0.742,0,7,0.102,-5.495,0,0.227,83.066,4,0.353,1
6lanRgr6wXibZr8KgzXxBl,A Thousand Years,Christina Perri,2012,87,"dance pop, neo mellow, pop, pop rock, post-teen pop, viral pop",0.309,0.407,0.000961,10,0.11,-7.445,1,0.0267,139.028,3,0.161,1
2o5mwv7hvas1jdUg14Nihv,Take A Little Ride,Jason Aldean,2012,88,"contemporary country, country, country road",0.044,0.866,0,2,0.213,-3.771,1,0.0413,163.867,4,0.775,1
3Yt9lRtS5V4nbJnwcgFgvC,You Da One,Rihanna,2012,89,"barbadian pop, dance pop, pop, pop rap, urban contemporary",0.503,0.715,2.44E-05,5,0.126,-5.377,0,0.0425,127.05,4,0.863,1
0mtPNQl5vePVwiI9Vykp7L,We Run The Night,Havana Brown Featuring Pitbull,2012,90,"australian dance, australian pop, dance pop, latin, miami hip hop, pop, pop rap",0.00482,0.861,1.83E-06,9,0.41,-4.389,0,0.144,127.023,4,0.703,1
6BtmXhTJMM9sBTHeYYASGz,It's Time,Imagine Dragons,2012,91,"modern rock, pop, rock",0.0162,0.884,0,2,0.145,-4.748,1,0.0372,105.009,4,0.86,1
1POAx4NMLOBPVKZUSsBh92,Cashin' Out,Ca$h Out,2012,92,"atl hip hop, deep southern trap, futuristic swag, rap, southern hip hop, trap",0.149,0.665,0,1,0.0636,-3.627,0,0.0711,129.989,4,0.663,1
0cV4xwUA4ue2deqq4CZFko,I Don't Want This Night To End,Luke Bryan,2012,93,"contemporary country, country, country road",0.0275,0.728,0,9,0.228,-4.02,0,0.0278,111.934,4,0.375,1
1z9kQ14XBSN0r2v6fx4IdG,Diamonds,Rihanna,2012,94,"barbadian pop, dance pop, pop, pop rap, urban contemporary",0.00125,0.71,0,11,0.109,-4.92,0,0.0461,91.972,4,0.393,1
6E9V9TRlVOLjenGjHemzEH,Hard To Love,Lee Brice,2012,95,"contemporary country, country, country road, modern country rock",0.0119,0.722,0.00808,9,0.189,-6.177,1,0.0332,103.017,4,0.469,1
6Ymvlzom4TQeoKqAWsZRD8,Somethin' 'Bout A Truck,Kip Moore,2012,96,"contemporary country, country, country road, modern country rock",0.0697,0.794,0,11,0.63,-5.417,1,0.035,176.01,4,0.79,1
25cUhiAod71TIQSNicOaW3,Adorn,Miguel,2012,97,"dance pop, pop, r&b, urban contemporary",0.0543,0.576,4.07E-05,11,0.187,-5.693,0,0.175,179.063,4,0.235,1
17X2tSzibD9n9QRjdExcWT,Fly Over States,Jason Aldean,2012,98,"contemporary country, country, country road",0.069,0.736,0,7,0.114,-3.269,1,0.0326,81.587,4,0.184,1
0Nu9WA8kEbBWEsay2s8Q0U,Even If It Breaks Your Heart,Eli Young Band,2012,99,"contemporary country, country, country road, heartland rock, modern country rock, texas country",0.000159,0.527,0.0163,0,0.1,-4.742,1,0.0351,208.067,4,0.574,1
7oVEtyuv9NBmnytsCIsY5I,BURN IT DOWN,Linkin Park,2012,100,"alternative metal, nu metal, post-grunge, rap metal",0.0143,0.972,0,9,0.0707,-4.45,0,0.0534,110.006,4,0.585,1
7bYZBVrnRfqeaPbhRyEvK3,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis Featuring Wanz,2013,1,"pop rap, seattle hip hop",0.0633,0.526,0,6,0.0457,-6.986,0,0.293,94.993,4,0.665,0
0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,2,"pop rap, dance pop",0.00334,0.599,7.93E-06,7,0.0759,-4.756,1,0.0411,119.993,4,0.843,0
4G8gkOterJn0Ywt6uhqbhp,Radioactive,Imagine Dragons,2013,3,"modern rock, pop, rock",0.106,0.784,0.000108,9,0.668,-3.686,1,0.0627,136.245,4,0.236,0
01XFgRZfZI7oBagNf1Loml,Harlem Shake,Baauer,2013,4,"bass trap, electro house, electronic trap, vapor twitch",0.0111,0.794,0.00182,0,0.416,-5.151,1,0.0483,137.825,4,0.282,0
4rHZZAmHpZrA3iH5zx8frV,Mirrors,Justin Timberlake,2013,6,"dance pop, pop",0.234,0.512,0,5,0.0946,-6.664,0,0.0503,76.899,4,0.512,0
1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),P!nk Featuring Nate Ruess,2013,7,"dance pop, pop, modern rock",0.346,0.547,0.000302,2,0.132,-7.273,1,0.0489,95.002,4,0.441,0
0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,Bruno Mars,2013,8,"dance pop, pop",0.932,0.28,0,0,0.088,-8.648,1,0.0434,72.795,4,0.387,0
6F5c58TMEs1byxUstkzVeM,Roar,Katy Perry,2013,10,"dance pop, pop, pop rap, post-teen pop",0.00487,0.772,6.60E-06,7,0.354,-4.821,0,0.0418,179.984,4,0.455,0
3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Bruno Mars,2013,11,"dance pop, pop",0.049,0.698,0,5,0.309,-4.165,1,0.0431,143.994,4,0.867,0
0W4Kpfp1w2xkY3PrV714B7,Ho Hey,The Lumineers,2012,68,"folk-pop, modern rock, pop, pop rock, stomp and holler",0.794,0.466,2.06E-06,0,0.0915,-9.074,1,0.0304,79.936,4,0.353,1
2Foc5Q5nqNiosCNqttzHof,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk Featuring Pharrell Williams,2013,14,"electro, filter house, pop rap, disco",0.0426,0.811,1.07E-06,6,0.101,-8.966,0,0.038,116.047,4,0.862,0
2dLLR6qlu5UJ5gk0dKz0h3,Royals,Lorde,2013,15,"art pop, dance pop, electropop, metropopolis, nz pop, pop",0.121,0.428,0,7,0.132,-9.504,1,0.122,84.878,4,0.337,0
72jCZdH0Lhg93z6Z4hBjgj,I Knew You Were Trouble.,Taylor Swift,2013,16,pop,0.00454,0.469,2.25E-06,3,0.0398,-6.798,0,0.0363,77.019,4,0.679,0
2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,Miley Cyrus,2013,17,"dance pop, pop, post-teen pop",0.00882,0.622,0,1,0.37,-5.794,0,0.0334,80.003,4,0.484,0
2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,Miley Cyrus,2013,18,"dance pop, pop, post-teen pop",0.407,0.422,0,5,0.107,-6.262,1,0.0342,119.964,4,0.349,0
0nrRP2bk19rLc0orkWPQk2,Wake Me Up,Avicii,2013,19,"dance pop, edm, pop, pop dance",0.0038,0.783,0.0012,2,0.161,-5.697,1,0.0523,124.08,4,0.643,0
6vt0I1cw1YmAIKDJvHVIM5,Suit & Tie (feat. Jay-Z),Justin Timberlake Featuring JAY Z,2013,20,"dance pop, pop, east coast hip hop, hip hop, rap",0.103,0.596,0,11,0.164,-3.799,0,0.219,101.985,4,0.357,0
37jTPJgwCCmIGMPB45jrPV,Holy Grail,Jay Z Featuring Justin Timberlake,2013,22,"east coast hip hop, hip hop, rap, dance pop, pop",0.0594,0.534,8.59E-06,2,0.256,-6.901,0,0.0831,145.082,4,0.156,0
2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,Usher,2012,44,"pop, dance pop",0.019,0.685,8.96E-05,5,0.131,-6.849,1,0.0696,130.033,4,0.501,0
60wwxj6Dd9NJlirf84wr2c,Clarity,Zedd Featuring Foxes,2013,24,"electropop, dance pop",0.0398,0.781,0,8,0.0749,-3.48,1,0.072,128,4,0.176,0
7ueP5u2qkdZbIPN2YA6LR0,Sail,AWOLNATION,2013,25,"la indie, modern alternative rock, modern rock, pop rap, pop rock, rock, stomp pop",0.441,0.436,0.615,1,0.0964,-9.583,1,0.0558,119.051,4,0.272,0
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,Swedish House Mafia Featuring John Martin,2013,26,"dance pop, edm, electro house, pop, pop dance, progressive electro house, pop edm",0.112,0.84,0,11,0.116,-3.145,0,0.0509,129.042,4,0.438,0
1z9kQ14XBSN0r2v6fx4IdG,Diamonds,Rihanna,2012,94,"barbadian pop, dance pop, pop, pop rap, urban contemporary",0.00125,0.71,0,11,0.109,-4.92,0,0.0461,91.972,4,0.393,1
6HZ9VeI5IRFCNQLXhpF4bq,I Love It (feat. Charli XCX),Icona Pop Featuring Charli XCX,2013,28,"pop, metropopolis, electropop, dance pop, candy pop",0.00952,0.906,1.64E-05,8,0.153,-2.671,1,0.0284,125.916,4,0.824,0
6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,Capital Cities,2013,29,metropopolis,0.000176,0.819,0.00374,0,0.104,-4.852,1,0.0316,117.956,5,0.766,0
55h7vJchibLdUkxdlX3fK7,Treasure,Bruno Mars,2013,30,"dance pop, pop",0.0412,0.692,7.24E-05,5,0.324,-5.28,0,0.0431,116.017,4,0.937,0
2eAZfqOm4EnOF9VvN50Tyc,The Way Life Goes (feat. Oh Wonder),Ariana Grande Featuring Mac Miller,2013,31,"melodic rap, philly rap, rap, trap, electropop, indie poptimism, pop, pop rock",0.617,0.757,0,1,0.106,-3.612,1,0.05,82.008,4,0.696,0
5DI9jxTHrEiFAhStG7VA8E,Started From the Bottom,Drake,2013,32,"canadian hip hop, canadian pop, hip hop, rap, toronto rap",0.0319,0.524,0,8,0.156,-7.827,1,0.156,86.325,4,0.579,0
6LoQHIo74tOzQ8EsLEkhgF,Come & Get It,Selena Gomez,2013,33,"dance pop, pop, post-teen pop",0.0101,0.787,0.00021,7,0.0809,-4.1,0,0.0517,79.979,4,0.573,0
2aSC2xhRxOLiiZZVjhbylH,"Hold On, We're Going Home",Drake Featuring Majid Jordan,2013,34,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, alternative r&b, canadian contemporary r&b, pop, r&b, trap soul",0.00421,0.414,2.73E-05,6,0.0724,-7.44,0,0.0946,100.002,4,0.287,0
6Ed1q0X8oSKSm4IIhiQbYg,Daylight,Maroon 5,2013,35,"alternative r&b, viral pop, bmore, dance pop, edm, electro house, house, moombahton, ninja, pop, pop dance, tropical house",0.00488,0.749,9.60E-05,7,0.0949,-7.571,1,0.0479,163.944,4,0.729,0
0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment (feat. Christina Aguilera),Pitbull Featuring Christina Aguilera,2013,36,"pop, pop rap, dance pop",0.039,0.758,0,7,0.341,-3.632,1,0.158,135.956,4,0.542,0
5ka2ajep9OAvU5Sgduhiex,Applause,Lady Gaga,2013,37,"dance pop, pop",0.0265,0.78,1.63E-06,7,0.143,-4.287,0,0.053,139.945,4,0.738,0
4XNrMwGx1SqP01sqkGTDmo,One More Night,Maroon 5,2012,18,"pop, pop rock",0.0444,0.82,0,5,0.0846,-3.453,0,0.0323,92.998,4,0.613,0
7tGlzXJv6GD5e5qlu5YmDg,Love Me,Lil Wayne Featuring Drake & Future,2013,39,"hip hop, pop rap, rap, trap",0.0119,0.608,0,8,0.103,-6.628,0,0.0334,124.952,4,0.464,0
7s0lDK7y3XLmI7tcsRAbW0,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,2013,40,"emo, modern rock, rock",0.0271,0.924,3.32E-06,9,0.537,-4.341,0,0.064,151.99,4,0.567,0
4X5f3vT8MRuXF68pfjNte5,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",2013,41,"hip hop, rap, trap",0.0239,0.693,0,1,0.11,-6.87,1,0.275,95.967,4,0.662,0
190jyVPHYjAqEaOGmMzdyk,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,2013,42,pop,0.000688,0.843,5.27E-05,0,0.0682,-4.831,1,0.0593,128.003,4,0.526,0
01uqI4H13Gsd8Lyl1EYd8H,Same Love - feat. Mary Lambert,Macklemore & Ryan Lewis Featuring Mary Lambert,2013,43,"pop rap, seattle hip hop, neo mellow, pop",0.716,0.473,4.46E-05,8,0.104,-9.059,1,0.167,84.958,4,0.299,0
24LS4lQShWyixJ0ZrJXfJ5,Sweet Nothing (feat. Florence Welch),Calvin Harris Featuring Florence Welch,2013,44,"dance pop, edm, electro house, house, pop, pop rap, progressive house, uk dance, uk pop",0.197,0.929,0.000112,8,0.0567,-3.942,0,0.109,127.934,4,0.582,0
3XRALl9CNCnjjbCZid2L9w,Home,Phillip Phillips,2012,49,"bedroom pop, indie pop",0.387,0.474,8.51E-05,1,0.11,-5.223,1,0.0372,124.86,4,0.281,0
6BtmXhTJMM9sBTHeYYASGz,It's Time,Imagine Dragons,2012,91,"modern rock, pop, rock",0.0162,0.884,0,2,0.145,-4.748,1,0.0372,105.009,4,0.86,1
2uwnP6tZVVmTovzX5ELooy,Power Trip (feat. Miguel),J. Cole Featuring Miguel,2013,48,"conscious hip hop, hip hop, north carolina hip hop, rap, dance pop, pop, r&b, urban contemporary",0.324,0.608,0.000198,1,0.426,-7.054,1,0.216,99.992,4,0.475,0
0HnaqUxvHP5LaWdmWwJpiS,Love Somebody,Maroon 5,2013,51,"pop, pop rock",0.145,0.792,0,1,0.12,-6.303,1,0.0368,120.016,4,0.395,1
0hm8rgOY17z7kQJlqGKbu7,I Will Wait,Mumford & Sons,2013,52,"modern folk rock, modern rock, pop rock, stomp and holler, uk americana",0.00993,0.756,0.00704,1,0.312,-5.399,1,0.0333,131.127,4,0.447,1
1jF7IL57ayN4Ity3jQqGu0,Try,P!nk,2013,53,"dance pop, pop",0.00141,0.629,0,2,0.0944,-7.072,1,0.0299,103.998,4,0.551,1
3xdjjKMcMOFgo1eQrfbogM,Wagon Wheel,Darius Rucker,2013,54,"contemporary country, country, country road",0.455,0.66,0,9,0.135,-7.174,1,0.0296,148.096,4,0.574,1
03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),PSY,2012,47,"k-pop, k-rap, korean old school hip hop",0.00417,0.937,0,11,0.091,-2.871,0,0.286,132.067,4,0.749,0
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),Calvin Harris Featuring Ellie Goulding,2013,56,"pop, edm, dance pop",0.41,0.869,0,8,0.237,-5.066,1,0.0483,124.989,4,0.58,1
7EQGXaVSyEDsCWKmUcfpLk,Die Young,Ke$ha,2012,85,"dance pop, electropop, pop, post-teen pop",0.00498,0.7,0.000125,1,0.215,-4.805,0,0.046,128.001,4,0.801,1
6t6oULCRS6hnI7rm0h5gwl,Some Nights,fun.,2012,14,"baroque pop, metropopolis, modern rock, pop rock",0.0178,0.738,6.75E-05,0,0.0927,-7.045,1,0.0506,107.938,4,0.392,0
39FwE8edwuyiaa4PrGBkP7,Boys 'Round Here (feat. Pistol Annies & Friends),Blake Shelton Featuring Pistol Annies & Friends,2013,60,"country road, contemporary country, country",0.251,0.688,2.35E-06,2,0.248,-6.369,1,0.0529,169.895,4,0.649,1
5L79aNYCTKiZq7vaOElXYj,"Gone, Gone, Gone",Phillip Phillips,2013,61,"folk-pop, modern rock, neo mellow, pop rock",0.129,0.642,0,6,0.114,-5.961,1,0.038,118.002,4,0.501,1
3LlAyCYU26dvFZBDUIMb7a,Demons,Imagine Dragons,2013,62,"modern rock, pop, rock",0.19,0.71,0.00025,3,0.329,-3.015,1,0.0321,89.938,4,0.428,1
6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,OneRepublic,2013,63,"dance pop, neo mellow, piano rock, pop, pop rock",0.0654,0.705,0,1,0.115,-4.972,0,0.0382,122.017,4,0.477,1
4bZd0nRuX8HyjeXAUBczvm,I Cry,Flo Rida,2013,64,"dance pop, miami hip hop, pop, pop rap",0.00616,0.822,1.79E-06,4,0.315,-5.441,0,0.0439,126.035,4,0.763,1
2ihCaVdNZmnHZWt0fvAM7B,Little Talks,Of Monsters And Men,2013,65,"folk-pop, metropopolis, modern alternative rock, modern rock, pop rock, stomp and holler",0.0206,0.757,0,1,0.146,-5.177,1,0.032,102.961,4,0.417,1
0rRjGruFonCGOt0S5zAJNQ,The Other Side Of Paradise,Jason Derulo,2013,66,"gauze pop, indietronica, shiver pop",0.349,0.338,5.70E-05,11,0.0649,-7.634,0,0.0629,128.012,4,0.568,1
6Xk7PnitV9jCRorWt2LiVZ,Berzerk,Eminem,2013,67,"detroit hip hop, hip hop, rap",0.0217,0.872,0,11,0.26,-4.059,0,0.333,95.084,4,0.684,1
6GBUsjHfZuweYf5lQEz6mP,Crash My Party,Luke Bryan,2013,69,"contemporary country, country, country road",0.0285,0.816,0,7,0.22,-4.009,1,0.0421,144.032,4,0.414,1
76VtA90NKurNqaQpV126Ue,Pour It Up,Rihanna,2013,70,"barbadian pop, dance pop, pop, pop rap, urban contemporary",0.0254,0.478,0,2,0.0901,-8.735,1,0.0419,134.002,4,0.39,1
4sjiIpEv617LDXaidKioOI,223's (feat. 9lokknine),Taylor Swift,2013,71,"melodic rap, trap, florida rap",0.0388,0.547,0,0,0.0924,-7.787,0,0.333,94.998,4,0.695,1
