Spotify ID            ,Title                                                                                           ,Artists                                                                                  ,Year,Rank,Acousticness,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo  ,Time Signature,Valence,Top 100
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back                                                                 ,Shawn Mendes                                                                             ,2017,23  ,0.38        ,0.813 ,0.0             ,11 ,0.0779  ,-4.063  ,0   ,0.0554     ,121.998,4             ,0.969  ,0
0wXuerDYiBnERgIpbb3JBR,Redbone                                                                                         ,Childish Gambino                                                                         ,2017,25  ,0.167       ,0.347 ,0.00951         ,1  ,0.103   ,-11.174 ,1   ,0.121      ,160.143,4             ,0.572  ,0
2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty)                                                                         ,KYLE Featuring Lil Yachty                                                                ,2017,28  ,0.378       ,0.653 ,0.0             ,7  ,0.229   ,-6.745  ,1   ,0.289      ,75.016 ,4             ,0.672  ,0
7vu0JkJh0ldukEYbTVcqd0,Issues                                                                                          ,Julia Michaels                                                                           ,2017,29  ,0.401       ,0.415 ,0.0             ,8  ,0.0616  ,-6.852  ,1   ,0.0639     ,114.145,4             ,0.455  ,0
0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful                                                                         ,Alessia Cara                                                                             ,2017,30  ,0.0285      ,0.739 ,0.0             ,0  ,0.111   ,-5.74   ,1   ,0.129      ,97.085 ,4             ,0.451  ,0
5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255                                                                                  ,Logic Featuring Alessia Cara & Khalid                                                    ,2017,31  ,0.569       ,0.574 ,0.0             ,5  ,0.19    ,-7.788  ,0   ,0.0479     ,100.023,4             ,0.357  ,0
2cOUlop2ZakjOKe4WinesN,Slow Hands                                                                                      ,Niall Horan                                                                              ,2017,32  ,0.011       ,0.425 ,0.0             ,0  ,0.055   ,-6.648  ,1   ,0.0464     ,85.896 ,4             ,0.848  ,0
5oO3drDxtziYU2H1X23ZIp,Love On The Brain                                                                               ,Rihanna                                                                                  ,2017,33  ,0.0717      ,0.637 ,1.08e-05        ,4  ,0.0789  ,-4.83   ,0   ,0.0471     ,172.006,3             ,0.378  ,0
3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming                                                                                ,The Weeknd Featuring Daft Punk                                                           ,2017,34  ,0.428       ,0.819 ,0.0             ,0  ,0.0679  ,-5.946  ,0   ,0.118      ,92.987 ,4             ,0.585  ,0
0SGkqnVQo9KPytSri1H6cF,Bounce Back                                                                                     ,Big Sean                                                                                 ,2017,35  ,0.106       ,0.575 ,0.0             ,1  ,0.129   ,-5.628  ,0   ,0.139      ,81.502 ,4             ,0.273  ,0
4Ro98RCK90oHqqSZUnTFq5,Strip That Down                                                                                 ,Liam Payne Featuring Quavo                                                               ,2017,36  ,0.22        ,0.497 ,0.0             ,6  ,0.0761  ,-5.484  ,1   ,0.0562     ,106.023,4             ,0.542  ,0
343YBumqHu19cGoGARUTsd,Fake Love                                                                                       ,Drake                                                                                    ,2017,37  ,0.105       ,0.481 ,0.0             ,9  ,0.176   ,-9.35   ,0   ,0.287      ,134.007,4             ,0.613  ,0
1P17dC1amhFzptugyAO7Il,Look What You Made Me Do                                                                        ,Taylor Swift                                                                             ,2017,39  ,0.204       ,0.709 ,1.41e-05        ,9  ,0.126   ,-6.471  ,0   ,0.123      ,128.07 ,4             ,0.506  ,0
6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill                                                                              ,Ed Sheeran                                                                               ,2017,40  ,0.0232      ,0.834 ,1.14e-05        ,2  ,0.14    ,-4.868  ,1   ,0.0989     ,135.007,4             ,0.471  ,0
1PSBzsahR2AKwLJgx8ehBj,Bad Things (with Camila Cabello)                                                                ,Machine Gun Kelly x Camila Cabello                                                       ,2017,41  ,0.214       ,0.691 ,0.0             ,2  ,0.185   ,-4.757  ,1   ,0.146      ,137.853,4             ,0.305  ,0
6tO5bxNnMuh1c3cziSpecA,Paris                                                                                           ,The Chainsmokers                                                                         ,2017,42  ,0.0706      ,0.648 ,0.00636         ,7  ,0.0984  ,-6.188  ,1   ,0.0835     ,106.058,4             ,0.195  ,0
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie)                                                         ,Clean Bandit Featuring Sean Paul & Anne-Marie                                            ,2017,44  ,0.406       ,0.763 ,0.0             ,9  ,0.18    ,-4.068  ,0   ,0.0523     ,101.965,4             ,0.742  ,0
6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still                                                                                   ,Portugal. The Man                                                                        ,2017,45  ,0.0417      ,0.795 ,0.000113        ,1  ,0.0717  ,-5.115  ,0   ,0.0504     ,79.028 ,4             ,0.754  ,0
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You                                                                                 ,DJ Snake Featuring Justin Bieber                                                         ,2016,47  ,0.0863      ,0.716 ,2.63e-05        ,8  ,0.135   ,-5.371  ,1   ,0.0349     ,99.988 ,4             ,0.163  ,0
1WkMMavIMc4JZ8cfMmxHkI,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"                ,Justin Timberlake                                                                        ,2016,9   ,0.0106      ,0.832 ,0.0             ,0  ,0.0968  ,-5.72   ,1   ,0.0682     ,113.035,4             ,0.7    ,0
4ipnJyDU3Lq15qBAYNqlqK,Mi Gente                                                                                        ,J Balvin & Willy William Featuring Beyonce                                               ,2017,50  ,0.0179      ,0.687 ,1.17e-05        ,11 ,0.128   ,-4.818  ,0   ,0.0584     ,104.959,4             ,0.308  ,1
1zB4vmk8tFRmM9UULNzbLB,Thunder                                                                                         ,Imagine Dragons                                                                          ,2017,51  ,0.00671     ,0.822 ,0.134           ,0  ,0.147   ,-4.833  ,1   ,0.0438     ,167.997,4             ,0.288  ,1
7KOlJ92bu51cltsD9KU5I7,T-Shirt                                                                                         ,Migos                                                                                    ,2017,52  ,0.242       ,0.687 ,0.0             ,10 ,0.158   ,-3.744  ,0   ,0.217      ,139.023,4             ,0.486  ,1
4knL4iPxPOZjQzTUlELGSY,Rake It Up (feat. Nicki Minaj)                                                                  ,Yo Gotti Featuring Nicki Minaj                                                           ,2017,53  ,0.022       ,0.444 ,0.0             ,1  ,0.137   ,-8.126  ,0   ,0.344      ,149.953,4             ,0.53   ,1
0AS63m1wHv9n4VVRizK6Hc,Mercy                                                                                           ,Shawn Mendes                                                                             ,2017,54  ,0.125       ,0.662 ,0.0             ,11 ,0.111   ,-4.952  ,0   ,0.0827     ,148.128,4             ,0.356  ,1
4Q3N4Ct4zCuIHuZ65E3BD4,Tunnel Vision                                                                                   ,Kodak Black                                                                              ,2017,55  ,0.0576      ,0.489 ,9.91e-05        ,11 ,0.122   ,-7.724  ,0   ,0.294      ,171.853,4             ,0.231  ,1
7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch)                                                                    ,Post Malone Featuring 21 Savage                                                          ,2017,56  ,0.247       ,0.69  ,0.0             ,11 ,0.101   ,-7.956  ,1   ,0.164      ,89.977 ,4             ,0.497  ,1
10M2Ex445zw585Ducldzkw,In Case You Didn't Know                                                                         ,Brett Young                                                                              ,2017,57  ,0.386       ,0.536 ,0.0             ,10 ,0.102   ,-7.306  ,1   ,0.0305     ,147.986,4             ,0.434  ,1
6i0V12jOa3mr6uu4WYhUBr,Heathens                                                                                        ,twenty one pilots                                                                        ,2016,21  ,0.0841      ,0.396 ,3.58e-05        ,4  ,0.105   ,-9.348  ,0   ,0.0286     ,90.024 ,4             ,0.548  ,0
7i2DJ88J7jQ8K7zqFX2fW8,Now Or Never                                                                                    ,Halsey                                                                                   ,2017,59  ,0.107       ,0.585 ,1.11e-06        ,6  ,0.131   ,-4.861  ,0   ,0.0354     ,110.03 ,4             ,0.447  ,1
5hTpBe8h35rJ67eAWHQsJx,Caroline                                                                                        ,Amine                                                                                    ,2017,60  ,0.17        ,0.335 ,0.0             ,5  ,0.262   ,-10.179 ,0   ,0.505      ,120.04 ,4             ,0.707  ,1
0pSBuHjILhNEo55xK1zrRt,Rolex                                                                                           ,Ayo & Teo                                                                                ,2017,61  ,0.0837      ,0.886 ,0.0             ,1  ,0.266   ,-2.512  ,1   ,0.04       ,144.946,4             ,0.789  ,1
6HZILIRieu8S0iqY8kIKhj,DNA.                                                                                            ,Kendrick Lamar                                                                           ,2017,62  ,0.00454     ,0.523 ,0.0             ,1  ,0.0842  ,-6.664  ,1   ,0.357      ,139.913,4             ,0.422  ,1
6mapJIPnQ23RTAevUoE0DL,Swang                                                                                           ,Rae Sremmurd                                                                             ,2017,64  ,0.2         ,0.314 ,9.82e-06        ,8  ,0.1     ,-9.319  ,1   ,0.0581     ,139.992,4             ,0.166  ,1
5mCPDVBb16L4XQwDdbRUpz,Passionfruit                                                                                    ,Drake                                                                                    ,2017,65  ,0.256       ,0.463 ,0.085           ,11 ,0.109   ,-11.377 ,1   ,0.0396     ,111.98 ,4             ,0.364  ,1
6SwRhMLwNqEi6alNPVG00n,LOYALTY. FEAT. RIHANNA.                                                                         ,Kendrick Lamar Featuring Rihanna                                                         ,2017,66  ,0.0265      ,0.535 ,0.0             ,9  ,0.2     ,-8.983  ,0   ,0.0573     ,110.684,4             ,0.419  ,1
0jdny0dhgjUwoIp5GkqEaA,Praying                                                                                         ,Kesha                                                                                    ,2017,67  ,0.489       ,0.39  ,0.0             ,10 ,0.111   ,-7.202  ,1   ,0.0322     ,73.415 ,4             ,0.303  ,1
6gBFPUFcJLzWGx4lenP6h2,goosebumps                                                                                      ,Travis Scott                                                                             ,2017,68  ,0.0847      ,0.728 ,0.0             ,7  ,0.149   ,-3.37   ,1   ,0.0484     ,130.049,4             ,0.43   ,1
0qy5D3OJre7SPJNMOL9I71,Broccoli                                                                                        ,D.R.A.M. Featuring Lil Yachty                                                            ,2016,34  ,0.236       ,0.525 ,0.0             ,8  ,0.057   ,-7.39   ,1   ,0.132      ,145.99 ,4             ,0.708  ,0
0nnwn7LWHCAu09jfuH1xTA,Slide                                                                                           ,Calvin Harris Featuring Frank Ocean & Migos                                              ,2017,71  ,0.00483     ,0.843 ,0.0             ,8  ,0.0404  ,-4.476  ,1   ,0.0374     ,112.423,4             ,0.481  ,1
7zVCrzzEJU7u24sbJPXA5W,What Ifs (feat. Lauren Alaina)                                                                  ,Kane Brown Featuring Lauren Alaina                                                       ,2017,72  ,0.00898     ,0.799 ,0.0             ,10 ,0.172   ,-4.603  ,1   ,0.0275     ,125.976,4             ,0.687  ,1
7qvxFz3JodM0A7xEM7k3YD,Chained To The Rhythm                                                                           ,Katy Perry Featuring Skip Marley                                                         ,2017,73  ,0.0814      ,0.8   ,0.0             ,0  ,0.199   ,-5.404  ,1   ,0.112      ,95.029 ,4             ,0.471  ,1
0LtOwyZoSNZKJWHqjzADpW,Feels Like We Only Go Backwards                                                                 ,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"                       ,2017,74  ,0.0277      ,0.9   ,0.635           ,2  ,0.11    ,-2.352  ,0   ,0.0574     ,149.508,4             ,0.491  ,1
0SuLAslEMFZAXf0SwY7syi,All Time Low                                                                                    ,Jon Bellion                                                                              ,2017,75  ,0.0584      ,0.567 ,0.0             ,0  ,0.0933  ,-4.188  ,1   ,0.0828     ,90.246 ,4             ,0.505  ,1
3VlbOrM6nYPprVvzBZllE5,Too Good At Goodbyes                                                                            ,Drake Featuring Rihanna                                                                  ,2016,29  ,0.64        ,0.372 ,0.0             ,5  ,0.169   ,-8.237  ,1   ,0.0432     ,91.873 ,4             ,0.476  ,0
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke                                                                              ,Khalid                                                                                   ,2017,78  ,0.199       ,0.539 ,1.66e-05        ,1  ,0.165   ,-6.351  ,1   ,0.0421     ,136.949,4             ,0.394  ,1
1e1JKLEDKP7hEQzJfNAgPl,Magnolia                                                                                        ,Playboi Carti                                                                            ,2017,79  ,0.0114      ,0.582 ,0.0             ,11 ,0.35    ,-7.323  ,0   ,0.286      ,162.991,4             ,0.443  ,1
0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott)                                                                ,SZA Featuring Travis Scott                                                               ,2017,80  ,0.112       ,0.594 ,0.0             ,0  ,0.162   ,-6.2    ,1   ,0.0748     ,135.002,4             ,0.409  ,1
1f5cbQtDrykjarZVrShaDI,Drowning (feat. Kodak Black)                                                                    ,A Boogie Wit da Hoodie Featuring Kodak Black                                             ,2017,81  ,0.501       ,0.81  ,0.0             ,5  ,0.117   ,-5.274  ,0   ,0.0568     ,129.014,4             ,0.814  ,1
4Ce37cRWvM1vIGGynKcs22,Starving                                                                                        ,Hailee Steinfeld & Grey Featuring Zedd                                                   ,2016,94  ,0.378       ,0.616 ,0.0             ,4  ,0.105   ,-4.238  ,1   ,0.0645     ,99.962 ,4             ,0.508  ,1
5tFep7dXGd7vEJ668wTPux,Both (feat. Drake)                                                                              ,Gucci Mane Featuring Drake                                                               ,2017,83  ,0.119       ,0.405 ,0.000118        ,7  ,0.0707  ,-7.509  ,0   ,0.225      ,139.976,4             ,0.344  ,1
0Qh38w01QRXK6KHIv0e3hb,What About Us                                                                                   ,P!nk                                                                                     ,2017,84  ,0.0285      ,0.588 ,2.11e-06        ,1  ,0.0906  ,-6.177  ,1   ,0.0507     ,113.617,4             ,0.187  ,1
6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign)                                                      ,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign                                       ,2017,85  ,0.075       ,0.817 ,0.0             ,1  ,0.187   ,-3.862  ,1   ,0.109      ,98.064 ,4             ,0.782  ,1
6p8NuHm8uCGnn2Dtbtf7zE,Slippery (feat. Gucci Mane)                                                                     ,Migos Featuring Gucci Mane                                                               ,2017,86  ,0.307       ,0.674 ,0.0             ,1  ,0.104   ,-5.662  ,0   ,0.264      ,141.967,4             ,0.741  ,1
5Ohxk2dO5COHF1krpoPigN,Sign of the Times                                                                               ,Harry Styles                                                                             ,2017,87  ,0.0275      ,0.595 ,0.0             ,5  ,0.109   ,-4.63   ,1   ,0.0313     ,119.972,4             ,0.222  ,1
4jL6WWKFDqCOPo2hC3VhSS,Water Under the Bridge                                                                          ,Adele                                                                                    ,2017,88  ,0.0142      ,0.833 ,5.4e-06         ,5  ,0.105   ,-6.503  ,0   ,0.0615     ,94.963 ,4             ,0.538  ,1
6cmm1LMvZdB5zsCwX5BjqE,Down                                                                                            ,Marian Hill                                                                              ,2017,90  ,0.0101      ,0.68  ,0.0             ,2  ,0.0821  ,-4.498  ,1   ,0.0286     ,132.012,4             ,0.728  ,1
5lNuqFVMca4vPupY10cH0J,No Promises (feat. Demi Lovato)                                                                 ,Cheat Codes Featuring Demi Lovato                                                        ,2017,91  ,0.0572      ,0.619 ,0.0             ,10 ,0.105   ,-6.669  ,1   ,0.162      ,112.961,4             ,0.58   ,1
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better                                                                                ,Shawn Mendes                                                                             ,2016,28  ,0.106       ,0.819 ,0.0             ,10 ,0.107   ,-4.078  ,0   ,0.341      ,82.695 ,4             ,0.747  ,0
1XRgIKC5TPwo7nWGyKqgG0,I Get the Bag (feat. Migos)                                                                     ,Gucci Mane Featuring Migos                                                               ,2017,93  ,0.0232      ,0.633 ,0.000343        ,11 ,0.0993  ,-5.475  ,1   ,0.168      ,139.948,4             ,0.425  ,1
2YMhrXQYKkm4kXLcXKKd5z,Small Town Boy                                                                                  ,Dustin Lynch                                                                             ,2017,94  ,0.0251      ,0.743 ,0.0             ,9  ,0.359   ,-6.016  ,1   ,0.0287     ,72.997 ,4             ,0.673  ,1
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug)                                                                       ,Camila Cabello Featuring Young Thug                                                      ,2017,96  ,0.184       ,0.523 ,3.56e-05        ,2  ,0.132   ,-4.333  ,1   ,0.03       ,104.988,4             ,0.394  ,1
2j5hsQvApottzvTn4pFJWF,What Lovers Do (feat. SZA)                                                                      ,Maroon 5 Featuring SZA                                                                   ,2017,97  ,0.0788      ,0.597 ,5.66e-06        ,5  ,0.1     ,-5.131  ,0   ,0.0611     ,110.001,4             ,0.419  ,1
7floNISpH8VF4z4459Qo18,Look At Me!                                                                                     ,XXXTENTACION                                                                             ,2017,99  ,0.259       ,0.726 ,0.0             ,1  ,0.0976  ,-6.405  ,1   ,0.282      ,139.059,4             ,0.349  ,1
5OUSPcqhYTOzpbXzoEvKim,The Fighter                                                                                     ,Keith Urban Featuring Carrie Underwood                                                   ,2017,100 ,0.0304      ,0.845 ,0.0             ,11 ,0.197   ,-5.147  ,0   ,0.0525     ,132.023,4             ,0.761  ,1
6DCZcSspjsKoFjzjrWoCdn,God's Plan                                                                                      ,Drake                                                                                    ,2018,1   ,0.0332      ,0.449 ,8.29e-05        ,7  ,0.552   ,-9.211  ,1   ,0.109      ,77.169 ,4             ,0.357  ,0
0tgVpDi06FyKpA1z0VMD4v,Perfect                                                                                         ,One Direction                                                                            ,2016,100 ,0.163       ,0.448 ,0.0             ,8  ,0.106   ,-6.312  ,1   ,0.0232     ,95.05  ,3             ,0.168  ,1
7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line)                                                        ,Bebe Rexha & Florida Georgia Line                                                        ,2018,3   ,0.047       ,0.783 ,0.0             ,10 ,0.083   ,-6.458  ,1   ,0.0856     ,154.084,4             ,0.579  ,0
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug)                                                                       ,Camila Cabello Featuring Young Thug                                                      ,2017,96  ,0.184       ,0.523 ,3.56e-05        ,2  ,0.132   ,-4.333  ,1   ,0.03       ,104.988,4             ,0.394  ,1
7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch)                                                                    ,Post Malone Featuring 21 Savage                                                          ,2017,56  ,0.247       ,0.69  ,0.0             ,11 ,0.101   ,-7.956  ,1   ,0.164      ,89.977 ,4             ,0.497  ,1
3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign)                                                                    ,Post Malone Featuring Ty Dolla $ign                                                      ,2018,6   ,0.546       ,0.56  ,0.0             ,8  ,0.111   ,-8.094  ,1   ,0.105      ,140.06 ,4             ,0.459  ,0
58q2HKrzhC3ozto2nDdN4z,I Like It                                                                                       ,"Cardi B, Bad Bunny & J Balvin"                                                          ,2018,7   ,0.099       ,0.726 ,0.0             ,5  ,0.372   ,-3.998  ,0   ,0.129      ,136.048,4             ,0.65   ,0
6GG73Jik4jUlQCkKg9JuGO,The Middle                                                                                      ,"Zedd, Maren Morris & Grey"                                                              ,2018,8   ,0.0371      ,0.849 ,0.0             ,2  ,0.058   ,-5.428  ,1   ,0.0526     ,162.152,4             ,0.903  ,0
2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings                                                                                  ,Drake                                                                                    ,2018,9   ,0.0589      ,0.626 ,6e-05           ,1  ,0.396   ,-5.833  ,1   ,0.125      ,91.03  ,4             ,0.35   ,0
3CA9pLiwRIGtUBiMjbZmRw,Nice For What                                                                                   ,Drake                                                                                    ,2018,11  ,0.0891      ,0.909 ,9.7e-05         ,8  ,0.119   ,-6.474  ,1   ,0.0707     ,93.372 ,4             ,0.758  ,0
285pBltuF7vW8TeWk8hdRR,Lucid Dreams                                                                                    ,Juice WRLD                                                                               ,2018,12  ,0.349       ,0.566 ,0.0             ,6  ,0.34    ,-7.23   ,0   ,0.2        ,83.903 ,4             ,0.218  ,0
7dt6x5M1jzdTEt8oCbisTK,Better Now                                                                                      ,Post Malone                                                                              ,2018,13  ,0.331       ,0.578 ,0.0             ,10 ,0.135   ,-5.804  ,1   ,0.04       ,145.038,4             ,0.341  ,0
2WP8G2pdddDmnh1xbfKBOI,Finesse                                                                                         ,Bruno Mars & Cardi B                                                                     ,2018,14  ,0.133       ,0.319 ,0.000338        ,0  ,0.101   ,-8.152  ,0   ,0.0581     ,94.992 ,4             ,0.299  ,0
0At2qAoaVjIwWNAqrscXli,Boo'd Up                                                                                        ,Ella Mai                                                                                 ,2018,15  ,0.0862      ,0.779 ,0.0             ,10 ,0.078   ,-5.107  ,0   ,0.0531     ,81.965 ,4             ,0.235  ,0
2ekn2ttSfGqwhhate0LSR0,New Rules                                                                                       ,Dua Lipa                                                                                 ,2018,16  ,0.00261     ,0.7   ,1.56e-05        ,9  ,0.153   ,-6.021  ,0   ,0.0694     ,116.073,4             ,0.608  ,0
3ee8Jmje8o58CHK66QrVC2,SAD!                                                                                            ,XXXTENTACION                                                                             ,2018,17  ,0.258       ,0.613 ,0.00372         ,8  ,0.123   ,-4.88   ,1   ,0.145      ,75.023 ,4             ,0.473  ,0
4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same                                                                               ,Camila Cabello                                                                           ,2018,18  ,0.181       ,0.713 ,0.000637        ,0  ,0.137   ,-4.333  ,1   ,0.0747     ,129.923,4             ,0.243  ,0
45Egmo7icyopuzJN0oMEdk,Love Lies (with Normani)                                                                        ,Khalid & Normani                                                                         ,2018,19  ,0.0956      ,0.648 ,0.0             ,6  ,0.134   ,-5.626  ,1   ,0.0449     ,143.955,4             ,0.338  ,0
2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry                                                                            ,Ariana Grande                                                                            ,2018,20  ,0.04        ,0.713 ,3.11e-06        ,9  ,0.294   ,-5.507  ,0   ,0.0594     ,121.993,4             ,0.354  ,0
7uzmGiiJyRfuViKKK3lVmR,Mine                                                                                            ,Bazzi                                                                                    ,2018,21  ,0.0161      ,0.789 ,2.77e-06        ,4  ,0.451   ,-3.874  ,1   ,0.0722     ,142.929,4             ,0.717  ,0
1zB4vmk8tFRmM9UULNzbLB,Thunder                                                                                         ,Imagine Dragons                                                                          ,2017,51  ,0.00671     ,0.822 ,0.134           ,0  ,0.147   ,-4.833  ,1   ,0.0438     ,167.997,4             ,0.288  ,1
4qKcDkK6siZ7Jp1Jb4m0aL,Look Alive (feat. Drake)                                                                        ,BlocBoy JB Featuring Drake                                                               ,2018,23  ,0.00104     ,0.581 ,5.86e-05        ,10 ,0.105   ,-7.495  ,1   ,0.27       ,140.022,4             ,0.595  ,0
6NFyWDv5CjfwuzoCkw47Xf,Delicate                                                                                        ,Taylor Swift                                                                             ,2018,24  ,0.216       ,0.404 ,0.000357        ,9  ,0.0911  ,-10.178 ,0   ,0.0682     ,95.045 ,4             ,0.0499 ,0
6vN77lE9LK6HP2DewaN6HZ,Yes Indeed                                                                                      ,Lil Baby & Drake                                                                         ,2018,25  ,0.0355      ,0.346 ,0.0             ,5  ,0.108   ,-9.309  ,0   ,0.53       ,119.957,4             ,0.562  ,0
2jQiSYrwJehQAcuaaQrXnS,Friends                                                                                         ,Marshmello & Anne-Marie                                                                  ,2018,26  ,0.0114      ,0.609 ,4.76e-06        ,11 ,0.108   ,-6.361  ,0   ,0.0335     ,107.34 ,3             ,0.0911 ,0
7y9iMe8SOB6z3NoHE2OfXl,Bad At Love                                                                                     ,Halsey                                                                                   ,2018,27  ,0.0604      ,0.751 ,0.0             ,0  ,0.0893  ,-3.539  ,1   ,0.0296     ,118.384,4             ,0.612  ,0
5IaHrVsrferBYDm0bDyABy,Taste (feat. Offset)                                                                            ,Tyga Featuring Offset                                                                    ,2018,28  ,0.0236      ,0.559 ,0.0             ,0  ,0.101   ,-7.442  ,1   ,0.12       ,97.994 ,4             ,0.342  ,0
52okn5MNA47tk87PeZJLEL,Let You Down                                                                                    ,NF                                                                                       ,2018,29  ,0.312       ,0.714 ,0.0             ,5  ,0.179   ,-5.68   ,0   ,0.121      ,147.997,4             ,0.464  ,0
2DQ1ITjI0YoLFzuADN1ZBW,No Limit                                                                                        ,Usher Featuring Young Thug                                                               ,2016,90  ,0.0117      ,0.771 ,0.0             ,1  ,0.0853  ,-3.791  ,1   ,0.244      ,175.957,4             ,0.405  ,1
2l8nEO0vsTRCRnGqQty6qx,FEFE                                                                                            ,6ix9ine Featuring Nicki Minaj & Murda Beatz                                              ,2018,31  ,0.088       ,0.387 ,0.0             ,1  ,0.136   ,-9.127  ,1   ,0.412      ,125.978,4             ,0.376  ,0
42fw0rxRO2xbesF6mJfd4Y,Tequila                                                                                         ,Dan + Shay                                                                               ,2018,32  ,0.0312      ,0.581 ,0.0             ,11 ,0.132   ,-5.731  ,1   ,0.0281     ,86.016 ,4             ,0.494  ,0
6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still                                                                                   ,Portugal. The Man                                                                        ,2017,45  ,0.0417      ,0.795 ,0.000113        ,1  ,0.0717  ,-5.115  ,0   ,0.0504     ,79.028 ,4             ,0.754  ,0
4wFjTWCunQFKtukqrNijEt,MotorSport                                                                                      ,"Migos, Nicki Minaj & Cardi B"                                                           ,2018,34  ,0.0305      ,0.518 ,0.0             ,2  ,0.325   ,-5.32   ,1   ,0.183      ,137.996,4             ,0.188  ,0
2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better                                                                                ,Lauv                                                                                     ,2018,35  ,0.535       ,0.505 ,2.55e-06        ,9  ,0.104   ,-7.621  ,1   ,0.253      ,91.97  ,4             ,0.419  ,0
2iUXsYOEPhVqEBwsqP70rE,Youngblood                                                                                      ,5 Seconds Of Summer                                                                      ,2018,36  ,0.0169      ,0.854 ,0.0             ,7  ,0.124   ,-5.114  ,0   ,0.463      ,120.274,4             ,0.152  ,0
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes                                                                               ,Imagine Dragons                                                                          ,2018,37  ,0.0362      ,0.655 ,0.0             ,10 ,0.117   ,-5.021  ,0   ,0.0311     ,134.945,4             ,0.556  ,0
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin)                                                                 ,Offset & Metro Boomin                                                                    ,2018,38  ,0.149       ,0.428 ,5.07e-05        ,9  ,0.114   ,-8.28   ,1   ,0.206      ,100.007,4             ,0.333  ,0
75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart                                                                                    ,Post Malone                                                                              ,2018,39  ,0.0689      ,0.538 ,0.0             ,8  ,0.196   ,-5.408  ,0   ,0.0382     ,143.95 ,4             ,0.291  ,0
6huNf4dutXRjJyGn7f5BPS,Pray For Me                                                                                     ,The Weeknd & Kendrick Lamar                                                              ,2018,40  ,0.0867      ,0.678 ,2.41e-05        ,2  ,0.112   ,-4.977  ,1   ,0.0886     ,100.626,4             ,0.196  ,0
4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack                                         ,Selena Gomez                                                                             ,2018,41  ,0.0945      ,0.724 ,1.68e-06        ,6  ,0.12    ,-4.856  ,1   ,0.0486     ,102.061,4             ,0.508  ,0
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE                                                                                      ,Travis Scott                                                                             ,2018,42  ,0.00513     ,0.73  ,0.0             ,8  ,0.124   ,-3.714  ,1   ,0.222      ,155.008,4             ,0.446  ,0
6n4U3TlzUGhdSFbUUhTvLP,Walk It Talk It                                                                                 ,Migos Featuring Drake                                                                    ,2018,43  ,0.0876      ,0.633 ,2.6e-06         ,2  ,0.106   ,-5.145  ,1   ,0.184      ,145.914,4             ,0.395  ,0
43ZyHQITOjhciSUUNPVRHc,Gucci Gang                                                                                      ,Lil Pump                                                                                 ,2018,44  ,0.239       ,0.523 ,0.0             ,5  ,0.117   ,-6.71   ,1   ,0.0597     ,119.889,4             ,0.699  ,0
5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey)                                                                           ,G-Eazy & Halsey                                                                          ,2018,45  ,0.0534      ,0.731 ,0.0             ,2  ,0.308   ,-6.343  ,1   ,0.0868     ,87.908 ,4             ,0.191  ,0
